27.3285	10624
44.9899	10959
25.2514	11003
6.21802	11486
6.21802	11486
6.21802	11486
30.345	11501
27.3285	11520
48.4679	12529
48.4679	12529
14.7221	12604
37.3659	13152
37.3659	13152
41.8707	13450
24.9064	13518
36.5757	13718
36.5757	13718
30.4626	14360
41.8707	14726
21.4468	14843
30.4621	14866
26.9475	15373
21.4467	15406
31.7249	15519
28.1041	15608
28.1041	15608
46.5061	16036
38.1934	16108
27.6814	16308
26.9477	16513
49.0977	16615
48.1248	17079
30.345	17483
25.2514	17693
30.9806	17930
30.9806	17930
34.7871	18163
33.705	18491
25.9533	18986
38.1943	18997
21.4468	19068
23.3149	19357
36.7516	19618
48.834	19826
23.3149	20288
23.3149	20288
23.3158	20292
44.1538	20427
44.1538	20427
44.1538	20427
24.9064	21042
19.3842	21249
19.3842	21249
45.4204	21362
45.4204	21362
45.4204	21362
44.3494	21658
37.8841	21844
54.0833	22008
41.8441	22422
33.6747	22918
33.6747	22918
38.2668	23019
41.8707	23142
41.8707	23142
56.6973	23213
30.4626	23404
41.8713	23784
27.7672	24308
30.4621	24561
30.3464	24982
30.3464	24982
34.6953	25123
34.6953	25123
33.6747	25146
24.9077	25240
24.9077	25240
24.9077	25240
27.3285	25528
16.5392	25933
33.8457	26100
25.2514	26253
44.1531	26630
44.1531	26630
27.3296	26821
27.3296	26821
17.8491	27037
17.8491	27037
46.5061	27282
41.8713	27315
32.8656	27324
48.1246	27386
38.1943	27420
37.3755	28031
25.2505	28116
36.5757	28347
27.3285	28462
33.8457	29166
41.8713	29231
30.4626	29602
30.345	29641
44.1538	29792
25.2505	29849
44.3499	29931
25.2514	29967
32.1	30015
26.3018	30039
33.6747	30063
33.6747	30063
33.6747	30063
33.6747	30063
23.3149	30355
35.6389	30723
41.8447	30885
25.2514	31058
38.9789	31282
39.5268	31530
30.4626	31751
54.0583	31878
54.0583	31878
36.5751	32068
44.1538	32373
36.7512	32474
35.4523	32548
30.1767	33147
30.345	33429
37.3659	33647
13.3022	33736
13.3022	33736
41.8298	33752
36.5751	34343
10.6868	34570
51.8572	34691
33.6753	35003
44.1538	35049
30.2596	35580
48.0686	35732
48.0686	35732
36.5757	36042
18.2341	36375
26.9477	36939
26.9477	36939
17.4721	37084
33.6174	37367
33.6174	37367
46.5061	37474
30.4626	37477
27.3285	37633
62.9071	37675
41.8447	38019
36.5751	38051
34.7554	38131
30.3464	38135
19.3841	38778
24.9064	38866
54.0833	39493
54.0833	39493
37.3659	39845
61.0122	41051
41.8707	42399
30.4626	43211
12.9138	43557
26.655	43677
30.4621	43683
41.8707	43854
41.8707	43854
37.8788	43960
30.2792	45052
30.6049	45518
37.3659	45700
37.3659	45700
46.5061	45961
