37.2886	10586
26.4124	10624
24.2144	11073
24.2144	11073
33.0963	11501
28.6854	11520
50.8344	12529
50.8344	12529
12.2922	12604
38.2105	13152
38.2105	13152
44.5258	13450
28.5192	13518
38.6454	13718
38.6454	13718
27.7693	13778
27.7693	13778
62.6847	13981
30.1943	14360
46.1884	14493
44.0284	14726
31.8846	14866
33.8029	15519
29.3467	15608
29.3467	15608
46.9043	16036
53.7207	16106
38.4108	16108
29.4184	16308
26.3396	16513
24.4615	16612
51.6078	16615
21.3805	16916
49.9576	17079
30.3928	17483
24.2849	17685
24.2849	17685
24.2849	17685
26.6535	17693
19.2618	18032
35.2145	18163
27.243	18986
38.0335	18997
27.5584	19357
38.3616	19618
30.4447	19734
49.7966	19826
24.7217	20031
22.2089	20288
22.2089	20288
21.7939	20292
45.0161	20427
45.0161	20427
45.0161	20427
23.1525	21042
37.9628	21103
47.8661	21362
47.8661	21362
47.8661	21362
46.6261	21658
38.0432	21844
54.2155	22008
43.1259	22422
37.3186	22918
37.3186	22918
41.9558	23142
41.9558	23142
46.9561	23148
56.2306	23213
31.0797	23404
43.7804	23784
27.3505	23805
21.8859	24187
30.4168	24982
30.4168	24982
34.5477	25123
34.5477	25123
34.2506	25146
23.0557	25240
23.0557	25240
23.0557	25240
28.3119	25528
66.8775	25764
13.834	25933
35.4098	26100
24.3568	26253
40.7502	26433
44.9927	26630
44.9927	26630
28.9612	26821
28.9612	26821
14.9508	27037
14.9508	27037
44.2067	27315
33.0455	27324
39.645	27420
38.0583	28031
37.7371	28347
27.9046	28462
44.1151	29231
21.8448	29349
31.4317	29602
27.6887	29615
30.0399	29641
19.2257	29676
19.2257	29676
44.4709	29792
25.649	29849
46.5183	29931
32.2637	30015
24.9468	30039
35.7649	30063
35.7649	30063
35.7649	30063
35.7649	30063
34.8003	30102
22.0302	30355
34.8318	30723
26.5317	31058
41.7618	31282
41.0852	31530
21.2594	31554
21.2594	31554
21.2594	31554
42.181	31740
30.6818	31751
54.9443	31878
54.9443	31878
37.351	32068
39.339	32474
36.3885	32548
44.4141	32644
31.9685	33147
29.7644	33429
39.9123	33647
42.9123	33752
40.154	33816
40.154	33816
37.4259	34343
19.6826	34419
8.89412	34570
17.1679	34673
53.2849	34691
34.8535	35003
45.0547	35049
43.6934	35168
43.6934	35168
43.6934	35168
26.2255	35232
31.1978	35580
38.2806	35680
49.6097	35732
49.6097	35732
37.574	36042
15.2799	36375
45.9103	36376
19.649	36785
39.4946	36849
29.623	36939
29.623	36939
14.6289	37084
47.9327	37474
18.4603	37544
19.5376	37669
63.6403	37675
36.5096	38051
35.8705	38131
26.1837	38866
24.7091	39246
19.2865	39438
18.0544	39484
18.0544	39484
54.4903	39493
54.4903	39493
37.6492	39845
61.6491	41051
37.397	41612
32.8241	41799
39.0755	42183
16.5275	42185
43.1773	42399
30.3031	43211
22.3408	43413
10.7654	43557
25.5801	43578
29.862	43683
18.2601	43938
32.8532	44080
31.2697	45052
21.4839	45053
30.8779	45518
